om_category,fsq_category_name,fsq_category_label,confidence_score
aerial_tours,Martial Arts Dojo,Sports and Recreation > Martial Arts Dojo,49.6
clown,Town,Landmarks and Outdoors > States and Municipalities > Town,49.6
windshield_installation_and_repair,Tourist Information and Service,Travel and Transportation > Tourist Information and Service,49.5
pumpkin_patch,Shopping Plaza,Retail > Shopping Plaza,49.4
masonry_concrete,Conference,Event > Conference,49.4
grain_elevators,Immigration Attorney,Business and Professional Services > Legal Service > Immigration Attorney,49.4
trivia_host,Nutritionist,Health and Medicine > Nutritionist,49.4
motor_freight_trucking,Hot Spring,Landmarks and Outdoors > Hot Spring,49.4
feng_shui,English Restaurant,Dining and Drinking > Restaurant > English Restaurant,49.4
snorkeling,Parking,Travel and Transportation > Parking,49.4
customized_merchandise,Automotive Retail,Retail > Automotive Retail,49.4
homeowner_association,Veterans' Organization,Community and Government > Organization > Veterans' Organization,49.4
endoscopist,Hospital,Health and Medicine > Hospital,49.4
challenge_courses_center,College Cafeteria,Community and Government > Education > College and University > College Cafeteria,49.4
allergist,Dermatologist,Health and Medicine > Physician > Dermatologist,49.3
diagnostic_imaging,Pediatrician,Health and Medicine > Physician > Pediatrician,49.2
railroad_freight,Framing Store,Retail > Framing Store,49.2
wood_and_pulp,Food and Beverage Retail,Retail > Food and Beverage Retail,49.2
junk_removal_and_hauling,Health and Medicine,Health and Medicine,49.1
choir,Record Store,Retail > Record Store,49.1
wallpaper_installers,Paper Supplier,Business and Professional Services > Paper Supplier,49.0
bird_shop,Barbershop,Business and Professional Services > Health and Beauty Service > Barbershop,49.0
tours,Racecourse,Sports and Recreation > Race Track > Racecourse,49.0
visitor_center,Monastery,Community and Government > Spiritual Center > Monastery,49.0
traffic_ticketing_law,Betting Shop,Retail > Betting Shop,49.0
holiday_decor,Record Store,Retail > Record Store,49.0
glass_blowing,Lodging,Travel and Transportation > Lodging,49.0
handyman,Champagne Bar,Dining and Drinking > Bar > Champagne Bar,48.9
product_design,Design Studio,Business and Professional Services > Design Studio,48.9
speech_therapist,Optometrist,Health and Medicine > Optometrist,48.8
naturopathic_holistic,Pathologist,Health and Medicine > Physician > Pathologist,48.8
skyscraper,Escape Room,Arts and Entertainment > Escape Room,48.7
elder_care_planning,Running Store,Retail > Sporting Goods Retail > Running Store,48.7
custom_t_shirt_store,Drugstore,Retail > Drugstore,48.6
aerial_fitness_center,Memorial Site,Landmarks and Outdoors > Memorial Site,48.6
bookmakers,Bakery,Dining and Drinking > Bakery,48.6
bookbinding,Indian Restaurant,Dining and Drinking > Restaurant > Indian Restaurant,48.6
aromatherapy,Physical Therapy Clinic,Health and Medicine > Physical Therapy Clinic,48.6
self_catering_accommodation,Travel and Transportation,Travel and Transportation,48.6
bookkeeper,Bookstore,Retail > Bookstore,48.5
walking_tours,Auction House,Retail > Auction House,48.5
axe_throwing,Vintage and Thrift Store,Retail > Vintage and Thrift Store,48.4
gunsmith,Locksmith,Business and Professional Services > Locksmith,48.4
chambers_of_commerce,Conference,Event > Conference,48.4
sex_therapist,Arts and Entertainment,Arts and Entertainment,48.4
pressure_washing,Surfing,Sports and Recreation > Water Sports > Surfing,48.4
closet_remodeling,Kitchen Remodeler,Business and Professional Services > Home Improvement Service > Kitchen Remodeler,48.3
makeup_artist,Department Store,Retail > Department Store,48.2
divorce_and_family_law,Japanese Family Restaurant,Dining and Drinking > Restaurant > Asian Restaurant > Japanese Restaurant > Japanese Family Restaurant,48.2
patio_covers,Auction House,Retail > Auction House,48.2
delicatessen,Department Store,Retail > Department Store,48.1
mortgage_lender,Vintage and Thrift Store,Retail > Vintage and Thrift Store,48.0
props,Pop-Up Store,Retail > Pop-Up Store,48.0
installment_loans,Management Consultant,Business and Professional Services > Management Consultant,48.0
olive_oil,Automotive Retail,Retail > Automotive Retail,47.9
shutters,Stationery Store,Retail > Stationery Store,47.8
matchmaker,Market,Retail > Market,47.8
virtual_reality_center,General Entertainment,Arts and Entertainment > General Entertainment,47.7
vermouth_bar,Bar,Dining and Drinking > Bar,47.6
welders,Textiles Store,Retail > Textiles Store,47.5
commissioned_artist,Podiatrist,Health and Medicine > Podiatrist,47.4
ultrasound_imaging_center,Gaming Cafe,Arts and Entertainment > Gaming Cafe,47.3
patisserie_cake_shop,Private School,Community and Government > Education > Private School,47.1
paint_your_own_pottery,Boat or Ferry,Travel and Transportation > Boat or Ferry,47.0
criminal_defense_law,Marijuana Dispensary,Retail > Marijuana Dispensary,47.0
appellate_practice_lawyers,Ticket Seller,Arts and Entertainment > Ticket Seller,46.9
ayurveda,Retail,Retail,46.6
hydrotherapy,Physical Therapy Clinic,Health and Medicine > Physical Therapy Clinic,46.6
fencing_club,Recycling Facility,Business and Professional Services > Recycling Facility,46.6
midwife,Wine Bar,Dining and Drinking > Bar > Wine Bar,46.4
display_home_center,Cemetery,Community and Government > Cemetery,46.4
b2b_tires,Textiles Store,Retail > Textiles Store,46.0
calligraphy,Library,Community and Government > Library,45.9
kickboxing_club,Boxing Gym,Sports and Recreation > Gym and Studio > Boxing Gym,45.8
tax_law,Pawn Shop,Retail > Pawn Shop,45.7
quay,Aquarium,Arts and Entertainment > Aquarium,45.7
civil_rights_lawyers,Weight Loss Center,Health and Medicine > Weight Loss Center,45.4
infectious_disease_specialist,Equestrian Facility,Sports and Recreation > Equestrian Facility,45.4
b2b_dairies,Dairy Store,Retail > Food and Beverage Retail > Dairy Store,45.4
condominium,Colombian Restaurant,Dining and Drinking > Restaurant > Latin American Restaurant > South American Restaurant > Colombian Restaurant,45.3
kiosk,Kaiseki Restaurant,Dining and Drinking > Restaurant > Asian Restaurant > Japanese Restaurant > Kaiseki Restaurant,45.1
osteopath,Costume Store,Retail > Costume Store,45.0
gold_buyer,Golf Course,Sports and Recreation > Golf > Golf Course,45.0
behavior_analyst,Arts and Crafts Store,Retail > Arts and Crafts Store,44.9
artificial_turf,Architecture Firm,Business and Professional Services > Architecture Firm,44.7
sugar_shack,Go Kart Track,Arts and Entertainment > Go Kart Track,44.4
dui_law,Adult Store,Retail > Adult Store,44.4
b2b_apparel,Appraiser,Business and Professional Services > Appraiser,44.2
taekwondo_club,Transport Hub,Travel and Transportation > Transport Hub,43.8
kombucha,Butcher,Retail > Food and Beverage Retail > Butcher,43.6
tui_na,Sauna,Sports and Recreation > Sauna,43.5
wellness_program,Well,Landmarks and Outdoors > Well,43.2
reflexology,Gastroenterologist,Health and Medicine > Physician > Gastroenterologist,42.9
